offer_id,account_id,offer_sequence_number,ai_recommended_offer_percent,actual_agent_offer_percent,offer_type,offer_percent,installment_months,emi_percent_of_income,offer_channel,offer_timestamp,response_timestamp,days_between_offer_and_response,ai_confidence_score,human_override_flag,override_reason_code,customer_response,considered_offer_percents
O50192,A10137,1,63,63,Installment,63,3,8,Email,2026-03-30,2026-03-30,0,0.63,No,NONE,Accepted,"[68, 63, 58]"
O50193,A10138,1,58,58,Installment,58,3,10,SMS,2026-03-07,2026-03-20,13,0.85,No,NONE,Accepted,"[63, 58, 53]"
O50194,A10138,2,50,50,Installment,50,3,9,SMS,2026-01-26,2026-02-06,11,0.64,No,NONE,Accepted,"[55, 50, 45]"
O50195,A10139,1,70,70,Installment,70,3,14,Email,2026-02-12,2026-02-24,12,0.55,No,NONE,Rejected,"[75, 70, 65]"
O50196,A10140,1,48,48,Installment,48,3,20,Call,2026-01-15,2026-01-18,3,0.62,No,NONE,Accepted,"[53, 48, 43]"
O50197,A10140,2,48,48,Installment,48,9,20,Email,2026-02-21,2026-03-06,13,0.74,No,NONE,Rejected,"[53, 48, 43]"
O50198,A10141,1,82,82,Installment,82,6,16,Call,2026-03-18,2026-03-21,3,0.61,No,NONE,Rejected,"[87, 82, 77]"
O50199,A10142,1,77,77,Installment,77,6,20,Call,2026-03-04,2026-03-20,16,0.87,No,NONE,Accepted,"[82, 77, 72]"
O50200,A10143,1,45,45,Installment,45,9,18,SMS,2026-02-14,2026-02-23,9,0.76,No,NONE,Rejected,"[50, 45, 40]"
O50201,A10144,1,73,73,Installment,73,6,16,SMS,2026-01-15,2026-01-24,9,0.87,No,NONE,Rejected,"[78, 73, 68]"
O50202,A10144,2,81,81,Installment,81,6,15,Email,2026-02-06,2026-02-09,3,0.85,No,NONE,Rejected,"[86, 81, 76]"
O50203,A10145,1,38,38,Lump-Sum,38,0,12,Email,2026-02-24,2026-03-13,17,0.63,No,NONE,No Response,"[43, 38, 33]"
O50204,A10145,2,20,20,Lump-Sum,20,0,12,Email,2026-03-22,2026-04-06,15,0.63,No,NONE,Accepted,"[25, 20, 15]"
O50205,A10146,1,53,53,Installment,53,9,14,SMS,2026-02-26,2026-02-27,1,0.79,No,NONE,Accepted,"[58, 53, 48]"
O50206,A10146,2,51,51,Installment,51,6,10,Call,2026-03-16,2026-03-22,6,0.67,No,NONE,No Response,"[56, 51, 46]"
O50207,A10147,1,48,53,Installment,53,3,15,SMS,2026-02-05,2026-02-07,2,0.63,Yes,Agent_Discretion,Accepted,"[53, 48, 43]"
O50208,A10147,2,48,48,Installment,48,3,19,Email,2026-03-01,2026-03-02,1,0.77,No,NONE,Accepted,"[53, 48, 43]"
O50209,A10148,1,47,47,Installment,47,6,13,Call,2026-02-27,2026-03-01,2,0.9,No,NONE,Rejected,"[52, 47, 42]"
O50210,A10149,1,46,46,Installment,46,6,11,SMS,2026-01-08,2026-01-19,11,0.61,No,NONE,Rejected,"[51, 46, 41]"
O50211,A10150,1,60,60,Installment,60,3,19,Email,2026-01-30,2026-02-14,15,0.87,No,NONE,Accepted,"[65, 60, 55]"
O50212,A10151,1,72,77,Installment,77,3,16,Call,2026-03-25,2026-04-01,7,0.73,Yes,Agent_Discretion,Rejected,"[77, 72, 67]"
O50213,A10152,1,71,71,Installment,71,6,11,Call,2026-01-16,2026-01-27,11,0.57,No,NONE,Accepted,"[76, 71, 66]"
O50214,A10153,1,57,57,Installment,57,9,16,SMS,2026-03-26,2026-03-27,1,0.73,No,NONE,Rejected,"[62, 57, 52]"
O50215,A10154,1,68,68,Installment,68,6,18,Email,2026-01-06,2026-01-08,2,0.9,No,NONE,No Response,"[73, 68, 63]"
O50216,A10155,1,79,79,Installment,79,3,10,Call,2026-02-07,2026-02-24,17,0.86,No,NONE,No Response,"[84, 79, 74]"
O50217,A10156,1,80,80,Installment,80,9,12,Email,2026-01-14,2026-01-22,8,0.61,No,NONE,Rejected,"[85, 80, 75]"
O50218,A10156,2,82,82,Installment,82,3,9,SMS,2026-03-23,2026-04-01,9,0.72,No,NONE,Accepted,"[87, 82, 77]"
O50219,A10157,1,45,45,Installment,45,3,11,Email,2026-02-23,2026-03-08,13,0.88,No,NONE,Rejected,"[50, 45, 40]"
O50220,A10157,2,57,57,Installment,57,6,11,SMS,2026-01-08,2026-01-28,20,0.63,No,NONE,Accepted,"[62, 57, 52]"
O50221,A10158,1,57,57,Installment,57,3,19,Email,2026-01-20,2026-02-06,17,0.77,No,NONE,Accepted,"[62, 57, 52]"
O50222,A10158,2,46,46,Installment,46,3,10,Call,2026-03-24,2026-04-11,18,0.71,No,NONE,Accepted,"[51, 46, 41]"
O50223,A10159,1,79,79,Installment,79,9,12,SMS,2026-03-24,2026-04-01,8,0.82,No,NONE,Accepted,"[84, 79, 74]"
O50224,A10159,2,71,71,Installment,71,9,15,SMS,2026-01-04,2026-01-07,3,0.63,No,NONE,Accepted,"[76, 71, 66]"
O50225,A10160,1,48,48,Installment,48,9,21,SMS,2026-02-19,2026-02-23,4,0.67,No,NONE,Accepted,"[53, 48, 43]"
O50226,A10161,1,71,71,Installment,71,6,14,Call,2026-03-27,2026-03-31,4,0.6,No,NONE,Accepted,"[76, 71, 66]"
O50227,A10162,1,54,54,Installment,54,3,20,SMS,2026-02-08,2026-02-12,4,0.84,No,NONE,Rejected,"[59, 54, 49]"
O50228,A10162,2,62,67,Installment,67,3,10,SMS,2026-02-01,2026-02-04,3,0.74,Yes,Agent_Discretion,Accepted,"[67, 62, 57]"
O50229,A10163,1,68,68,Installment,68,9,16,SMS,2026-03-23,2026-03-30,7,0.69,No,NONE,Accepted,"[73, 68, 63]"
O50230,A10163,2,74,74,Installment,74,3,16,SMS,2026-03-05,2026-03-21,16,0.83,No,NONE,Accepted,"[79, 74, 69]"
O50231,A10164,1,82,87,Installment,87,3,19,Email,2026-03-01,2026-03-08,7,0.72,Yes,Agent_Discretion,Accepted,"[87, 82, 77]"
O50232,A10165,1,81,81,Installment,81,9,12,SMS,2026-03-01,2026-03-13,12,0.71,No,NONE,Accepted,"[86, 81, 76]"
O50233,A10166,1,75,75,Installment,75,3,12,SMS,2026-02-20,2026-02-22,2,0.69,No,NONE,Accepted,"[80, 75, 70]"
O50234,A10167,1,84,84,Installment,84,9,18,Call,2026-01-07,2026-01-25,18,0.58,No,NONE,Rejected,"[89, 84, 79]"
O50235,A10167,2,72,72,Installment,72,3,15,SMS,2026-02-07,2026-02-21,14,0.89,No,NONE,Rejected,"[77, 72, 67]"
O50236,A10168,1,68,68,Installment,68,3,16,Call,2026-03-19,2026-03-27,8,0.72,No,NONE,No Response,"[73, 68, 63]"
O50237,A10169,1,68,68,Installment,68,3,19,Call,2026-01-02,2026-01-14,12,0.59,No,NONE,Accepted,"[73, 68, 63]"
O50238,A10170,1,73,73,Installment,73,6,16,Call,2026-02-28,2026-03-13,13,0.88,No,NONE,Accepted,"[78, 73, 68]"
O50239,A10170,2,76,76,Installment,76,3,10,Call,2026-02-15,2026-03-03,16,0.84,No,NONE,No Response,"[81, 76, 71]"
O50240,A10171,1,73,73,Installment,73,6,12,Call,2026-01-21,2026-02-02,12,0.84,No,NONE,Rejected,"[78, 73, 68]"
O50241,A10171,2,71,71,Installment,71,3,13,SMS,2026-03-16,2026-03-26,10,0.8,No,NONE,Accepted,"[76, 71, 66]"
O50242,A10172,1,64,64,Installment,64,9,15,SMS,2026-03-20,2026-04-07,18,0.69,No,NONE,Rejected,"[69, 64, 59]"
O50243,A10172,2,45,45,Installment,45,9,20,Call,2026-03-04,2026-03-22,18,0.86,No,NONE,Rejected,"[50, 45, 40]"
O50244,A10173,1,79,79,Installment,79,3,19,SMS,2026-02-27,2026-03-14,15,0.86,No,NONE,Accepted,"[84, 79, 74]"
O50245,A10173,2,67,67,Installment,67,3,21,Email,2026-03-30,2026-04-08,9,0.77,No,NONE,Rejected,"[72, 67, 62]"
O50246,A10174,1,53,53,Installment,53,6,17,Call,2026-03-27,2026-04-05,9,0.84,No,NONE,Accepted,"[58, 53, 48]"
O50247,A10175,1,64,64,Installment,64,3,17,Email,2026-03-11,2026-03-29,18,0.71,No,NONE,Rejected,"[69, 64, 59]"
O50248,A10175,2,47,47,Installment,47,9,12,Call,2026-03-26,2026-04-02,7,0.77,No,NONE,Accepted,"[52, 47, 42]"
O50249,A10176,1,84,84,Installment,84,3,21,Email,2026-03-12,2026-03-15,3,0.57,No,NONE,Rejected,"[89, 84, 79]"
O50250,A10176,2,84,84,Installment,84,6,9,Email,2026-01-24,2026-01-25,1,0.64,No,NONE,Rejected,"[89, 84, 79]"
O50251,A10177,1,78,78,Installment,78,6,17,Call,2026-01-24,2026-02-05,12,0.62,No,NONE,Rejected,"[83, 78, 73]"
O50252,A10178,1,77,77,Installment,77,9,8,Call,2026-02-24,2026-03-12,16,0.68,No,NONE,Accepted,"[82, 77, 72]"
O50253,A10179,1,59,59,Installment,59,3,13,Email,2026-02-14,2026-02-14,0,0.59,No,NONE,Accepted,"[64, 59, 54]"
O50254,A10179,2,58,58,Installment,58,3,16,SMS,2026-01-09,2026-01-24,15,0.89,No,NONE,Accepted,"[63, 58, 53]"
O50255,A10180,1,77,77,Installment,77,9,17,Email,2026-02-20,2026-03-12,20,0.7,No,NONE,No Response,"[82, 77, 72]"
O50256,A10180,2,69,69,Installment,69,3,11,Call,2026-01-21,2026-01-30,9,0.77,No,NONE,Accepted,"[74, 69, 64]"
O50257,A10181,1,47,47,Installment,47,6,16,Call,2026-02-26,2026-03-01,3,0.63,No,NONE,Accepted,"[52, 47, 42]"
O50258,A10181,2,64,64,Installment,64,6,15,Call,2026-02-05,2026-02-25,20,0.65,No,NONE,Accepted,"[69, 64, 59]"
O50259,A10182,1,58,58,Installment,58,6,17,SMS,2026-03-21,2026-04-05,15,0.82,No,NONE,Accepted,"[63, 58, 53]"
O50260,A10183,1,43,48,Lump-Sum,48,0,16,SMS,2026-03-23,2026-04-02,10,0.74,Yes,Agent_Discretion,Accepted,"[48, 43, 38]"
O50261,A10184,1,59,64,Installment,64,9,14,SMS,2026-03-16,2026-04-04,19,0.57,Yes,Agent_Discretion,Accepted,"[64, 59, 54]"
O50262,A10185,1,49,49,Installment,49,9,14,Call,2026-03-23,2026-03-27,4,0.62,No,NONE,Accepted,"[54, 49, 44]"
O50263,A10186,1,76,76,Installment,76,6,12,Email,2026-02-10,2026-02-10,0,0.64,No,NONE,No Response,"[81, 76, 71]"
O50264,A10187,1,81,81,Installment,81,6,18,SMS,2026-03-02,2026-03-03,1,0.83,No,NONE,Accepted,"[86, 81, 76]"
O50265,A10188,1,33,33,Lump-Sum,33,0,12,SMS,2026-03-06,2026-03-15,9,0.88,No,NONE,Rejected,"[38, 33, 28]"
O50266,A10188,2,21,26,Lump-Sum,26,0,10,SMS,2026-01-16,2026-01-31,15,0.81,Yes,Agent_Discretion,Accepted,"[26, 21, 16]"
O50267,A10189,1,70,70,Installment,70,9,8,Email,2026-01-10,2026-01-12,2,0.86,No,NONE,Accepted,"[75, 70, 65]"
O50268,A10189,2,68,68,Installment,68,3,13,Call,2026-03-27,2026-04-10,14,0.63,No,NONE,Accepted,"[73, 68, 63]"
O50269,A10190,1,81,86,Installment,86,3,17,Email,2026-01-25,2026-01-27,2,0.59,Yes,Agent_Discretion,Rejected,"[86, 81, 76]"
O50270,A10190,2,82,87,Installment,87,9,15,Call,2026-03-10,2026-03-28,18,0.58,Yes,Agent_Discretion,Accepted,"[87, 82, 77]"
O50271,A10191,1,24,24,Lump-Sum,24,0,21,Call,2026-02-24,2026-03-04,8,0.61,No,NONE,Rejected,"[29, 24, 19]"
O50272,A10191,2,31,31,Lump-Sum,31,0,20,Email,2026-03-21,2026-03-23,2,0.86,No,NONE,Accepted,"[36, 31, 26]"
O50273,A10192,1,65,70,Installment,70,9,12,Call,2026-01-08,2026-01-12,4,0.77,Yes,Agent_Discretion,Accepted,"[70, 65, 60]"
O50274,A10193,1,76,76,Installment,76,9,20,Email,2026-01-16,2026-01-16,0,0.59,No,NONE,Rejected,"[81, 76, 71]"
O50275,A10193,2,66,66,Installment,66,3,10,SMS,2026-02-28,2026-03-04,4,0.56,No,NONE,Rejected,"[71, 66, 61]"
O50276,A10194,1,49,49,Installment,49,6,9,Call,2026-01-09,2026-01-28,19,0.8,No,NONE,Accepted,"[54, 49, 44]"
O50277,A10195,1,59,59,Installment,59,6,13,Email,2026-03-14,2026-04-03,20,0.86,No,NONE,Accepted,"[64, 59, 54]"
O50278,A10196,1,65,65,Installment,65,3,10,Email,2026-02-21,2026-02-22,1,0.62,No,NONE,Rejected,"[70, 65, 60]"
O50279,A10197,1,81,81,Installment,81,9,10,SMS,2026-01-11,2026-01-25,14,0.59,No,NONE,Rejected,"[86, 81, 76]"
O50280,A10198,1,52,57,Installment,57,6,16,SMS,2026-02-16,2026-02-22,6,0.84,Yes,Agent_Discretion,Accepted,"[57, 52, 47]"
O50281,A10199,1,68,68,Installment,68,9,12,Email,2026-02-16,2026-02-21,5,0.82,No,NONE,Accepted,"[73, 68, 63]"
O50282,A10199,2,84,84,Installment,84,9,16,Email,2026-03-17,2026-04-02,16,0.57,No,NONE,No Response,"[89, 84, 79]"
O50283,A10200,1,70,70,Installment,70,6,13,Call,2026-01-23,2026-01-24,1,0.85,No,NONE,Accepted,"[75, 70, 65]"
O50284,A10200,2,67,67,Installment,67,3,16,Call,2026-03-19,2026-04-07,19,0.87,No,NONE,Accepted,"[72, 67, 62]"
O50285,A10201,1,63,63,Installment,63,9,16,SMS,2026-01-03,2026-01-12,9,0.89,No,NONE,Rejected,"[68, 63, 58]"
O50286,A10201,2,63,63,Installment,63,3,20,SMS,2026-01-14,2026-01-19,5,0.63,No,NONE,Accepted,"[68, 63, 58]"
O50287,A10202,1,78,78,Installment,78,6,16,Email,2026-02-28,2026-03-13,13,0.87,No,NONE,No Response,"[83, 78, 73]"
O50288,A10203,1,78,78,Installment,78,3,21,SMS,2026-02-24,2026-03-11,15,0.65,No,NONE,Accepted,"[83, 78, 73]"
O50289,A10203,2,75,75,Installment,75,9,12,SMS,2026-02-19,2026-03-11,20,0.64,No,NONE,Accepted,"[80, 75, 70]"
O50290,A10204,1,53,53,Installment,53,3,9,SMS,2026-03-09,2026-03-11,2,0.56,No,NONE,Rejected,"[58, 53, 48]"
O50291,A10205,1,56,56,Installment,56,9,17,SMS,2026-01-15,2026-01-23,8,0.61,No,NONE,No Response,"[61, 56, 51]"
O50292,A10206,1,63,63,Installment,63,6,19,SMS,2026-03-12,2026-03-15,3,0.89,No,NONE,Accepted,"[68, 63, 58]"
O50293,A10207,1,73,73,Installment,73,6,13,SMS,2026-03-28,2026-04-02,5,0.55,No,NONE,Accepted,"[78, 73, 68]"
O50294,A10208,1,72,72,Installment,72,3,10,Call,2026-03-06,2026-03-18,12,0.76,No,NONE,Accepted,"[77, 72, 67]"
O50295,A10208,2,81,81,Installment,81,3,21,Email,2026-02-18,2026-03-03,13,0.85,No,NONE,Accepted,"[86, 81, 76]"
O50296,A10209,1,40,40,Lump-Sum,40,0,18,Call,2026-03-03,2026-03-12,9,0.88,No,NONE,Accepted,"[45, 40, 35]"
O50297,A10210,1,28,28,Lump-Sum,28,0,18,Email,2026-01-21,2026-02-08,18,0.75,No,NONE,Accepted,"[33, 28, 23]"
O50298,A10211,1,58,58,Installment,58,3,8,Email,2026-03-18,2026-03-31,13,0.69,No,NONE,No Response,"[63, 58, 53]"
O50299,A10211,2,57,57,Installment,57,6,14,Call,2026-02-02,2026-02-14,12,0.8,No,NONE,No Response,"[62, 57, 52]"
O50300,A10212,1,57,57,Installment,57,6,9,Call,2026-02-18,2026-03-04,14,0.78,No,NONE,Rejected,"[62, 57, 52]"
O50301,A10213,1,49,49,Installment,49,3,8,Call,2026-01-28,2026-02-04,7,0.66,No,NONE,Rejected,"[54, 49, 44]"
O50302,A10213,2,46,46,Installment,46,9,18,SMS,2026-03-15,2026-03-16,1,0.55,No,NONE,Rejected,"[51, 46, 41]"
O50303,A10214,1,71,71,Installment,71,9,12,Call,2026-03-25,2026-03-30,5,0.74,No,NONE,Rejected,"[76, 71, 66]"
O50304,A10214,2,72,72,Installment,72,9,18,SMS,2026-02-10,2026-02-21,11,0.58,No,NONE,Accepted,"[77, 72, 67]"
O50305,A10215,1,81,81,Installment,81,3,13,Email,2026-01-25,2026-01-30,5,0.7,No,NONE,Rejected,"[86, 81, 76]"
O50306,A10215,2,73,73,Installment,73,6,10,Email,2026-01-30,2026-02-10,11,0.85,No,NONE,No Response,"[78, 73, 68]"
O50307,A10216,1,27,27,Lump-Sum,27,0,19,SMS,2026-02-01,2026-02-04,3,0.73,No,NONE,Accepted,"[32, 27, 22]"
O50308,A10217,1,26,26,Lump-Sum,26,0,8,Email,2026-02-25,2026-02-25,0,0.6,No,NONE,Accepted,"[31, 26, 21]"
O50309,A10218,1,67,67,Installment,67,3,13,SMS,2026-01-11,2026-01-27,16,0.74,No,NONE,Rejected,"[72, 67, 62]"
O50310,A10218,2,76,76,Installment,76,3,20,Call,2026-01-31,2026-02-03,3,0.72,No,NONE,Accepted,"[81, 76, 71]"
O50311,A10219,1,55,55,Installment,55,6,18,Email,2026-01-26,2026-02-08,13,0.61,No,NONE,Accepted,"[60, 55, 50]"
O50312,A10220,1,79,79,Installment,79,6,20,SMS,2026-02-11,2026-02-15,4,0.88,No,NONE,Accepted,"[84, 79, 74]"
O50313,A10220,2,70,70,Installment,70,3,20,Email,2026-03-14,2026-03-30,16,0.89,No,NONE,Accepted,"[75, 70, 65]"
O50314,A10221,1,60,60,Installment,60,3,8,SMS,2026-03-10,2026-03-14,4,0.74,No,NONE,Rejected,"[65, 60, 55]"
O50315,A10222,1,63,63,Installment,63,9,17,SMS,2026-02-01,2026-02-13,12,0.73,No,NONE,Rejected,"[68, 63, 58]"
O50316,A10222,2,56,56,Installment,56,3,19,Email,2026-03-09,2026-03-27,18,0.6,No,NONE,Accepted,"[61, 56, 51]"
O50317,A10223,1,75,75,Installment,75,6,15,Call,2026-01-17,2026-01-19,2,0.75,No,NONE,Rejected,"[80, 75, 70]"
O50318,A10223,2,69,69,Installment,69,3,12,Call,2026-01-08,2026-01-12,4,0.63,No,NONE,No Response,"[74, 69, 64]"
O50319,A10224,1,75,75,Installment,75,6,12,Call,2026-02-16,2026-02-27,11,0.83,No,NONE,Accepted,"[80, 75, 70]"
O50320,A10224,2,81,81,Installment,81,6,19,Call,2026-02-10,2026-02-23,13,0.6,No,NONE,Accepted,"[86, 81, 76]"
O50321,A10225,1,31,31,Lump-Sum,31,0,13,Email,2026-03-11,2026-03-14,3,0.62,No,NONE,Rejected,"[36, 31, 26]"
O50322,A10225,2,34,34,Lump-Sum,34,0,9,SMS,2026-03-05,2026-03-23,18,0.85,No,NONE,No Response,"[39, 34, 29]"
O50323,A10226,1,63,63,Installment,63,3,10,Email,2026-01-04,2026-01-10,6,0.59,No,NONE,No Response,"[68, 63, 58]"
O50324,A10227,1,61,61,Installment,61,9,13,Email,2026-03-13,2026-03-31,18,0.71,No,NONE,Accepted,"[66, 61, 56]"
O50325,A10228,1,80,80,Installment,80,9,13,Call,2026-01-22,2026-02-01,10,0.6,No,NONE,Accepted,"[85, 80, 75]"
O50326,A10228,2,80,80,Installment,80,6,16,Call,2026-02-10,2026-02-12,2,0.55,No,NONE,No Response,"[85, 80, 75]"
O50327,A10229,1,61,66,Installment,66,9,8,SMS,2026-01-30,2026-02-05,6,0.77,Yes,Agent_Discretion,Accepted,"[66, 61, 56]"
O50328,A10229,2,57,57,Installment,57,9,8,Email,2026-01-05,2026-01-13,8,0.76,No,NONE,Accepted,"[62, 57, 52]"
O50329,A10230,1,58,58,Installment,58,9,10,Email,2026-01-04,2026-01-09,5,0.77,No,NONE,Rejected,"[63, 58, 53]"
O50330,A10231,1,57,57,Installment,57,3,14,Call,2026-01-16,2026-01-17,1,0.83,No,NONE,Rejected,"[62, 57, 52]"
O50331,A10231,2,46,51,Installment,51,9,19,Call,2026-01-13,2026-01-27,14,0.65,Yes,Agent_Discretion,Rejected,"[51, 46, 41]"
O50332,A10232,1,71,71,Installment,71,3,21,SMS,2026-03-06,2026-03-22,16,0.56,No,NONE,Accepted,"[76, 71, 66]"
O50333,A10232,2,83,83,Installment,83,9,14,Call,2026-03-27,2026-04-12,16,0.71,No,NONE,Rejected,"[88, 83, 78]"
O50334,A10233,1,84,84,Installment,84,6,11,SMS,2026-01-14,2026-01-31,17,0.83,No,NONE,Rejected,"[89, 84, 79]"
O50335,A10234,1,77,77,Installment,77,9,21,Call,2026-01-08,2026-01-25,17,0.6,No,NONE,Rejected,"[82, 77, 72]"
O50336,A10235,1,76,76,Installment,76,6,20,Call,2026-02-26,2026-03-14,16,0.8,No,NONE,Rejected,"[81, 76, 71]"
O50337,A10236,1,62,62,Installment,62,3,20,Email,2026-01-06,2026-01-10,4,0.84,No,NONE,Accepted,"[67, 62, 57]"
O50338,A10236,2,53,53,Installment,53,6,10,SMS,2026-02-13,2026-02-16,3,0.7,No,NONE,Accepted,"[58, 53, 48]"
O50339,A10237,1,63,68,Installment,68,9,16,Email,2026-02-27,2026-02-27,0,0.55,Yes,Agent_Discretion,Accepted,"[68, 63, 58]"
O50340,A10237,2,55,55,Installment,55,9,8,Email,2026-02-02,2026-02-13,11,0.88,No,NONE,Accepted,"[60, 55, 50]"
O50341,A10238,1,83,83,Installment,83,3,13,Email,2026-02-11,2026-02-27,16,0.73,No,NONE,Accepted,"[88, 83, 78]"
O50342,A10239,1,82,82,Installment,82,3,9,SMS,2026-03-12,2026-03-20,8,0.84,No,NONE,No Response,"[87, 82, 77]"
O50343,A10240,1,53,53,Installment,53,3,14,SMS,2026-02-23,2026-02-23,0,0.56,No,NONE,Accepted,"[58, 53, 48]"
O50344,A10241,1,23,23,Lump-Sum,23,0,19,SMS,2026-01-28,2026-02-02,5,0.79,No,NONE,Accepted,"[28, 23, 18]"
O50345,A10241,2,20,20,Lump-Sum,20,0,13,Call,2026-01-13,2026-01-29,16,0.73,No,NONE,Accepted,"[25, 20, 15]"
O50346,A10242,1,33,33,Lump-Sum,33,0,13,SMS,2026-01-24,2026-01-25,1,0.59,No,NONE,Accepted,"[38, 33, 28]"
O50347,A10242,2,44,44,Lump-Sum,44,0,13,SMS,2026-01-17,2026-01-28,11,0.71,No,NONE,No Response,"[49, 44, 39]"
O50348,A10243,1,25,25,Lump-Sum,25,0,8,Call,2026-01-28,2026-02-12,15,0.85,No,NONE,Rejected,"[30, 25, 20]"
O50349,A10244,1,59,59,Installment,59,6,14,SMS,2026-02-03,2026-02-07,4,0.67,No,NONE,Rejected,"[64, 59, 54]"
O50350,A10245,1,76,81,Installment,81,3,14,Email,2026-02-12,2026-03-04,20,0.79,Yes,Agent_Discretion,Accepted,"[81, 76, 71]"
O50351,A10246,1,72,72,Installment,72,9,20,SMS,2026-02-28,2026-03-03,3,0.88,No,NONE,Rejected,"[77, 72, 67]"
O50352,A10246,2,77,77,Installment,77,6,11,Call,2026-03-28,2026-04-08,11,0.9,No,NONE,Accepted,"[82, 77, 72]"
O50353,A10247,1,64,64,Installment,64,3,18,Call,2026-01-15,2026-01-23,8,0.62,No,NONE,Accepted,"[69, 64, 59]"
O50354,A10248,1,54,54,Installment,54,3,12,Email,2026-03-24,2026-04-03,10,0.61,No,NONE,Rejected,"[59, 54, 49]"
O50355,A10248,2,45,45,Installment,45,6,19,SMS,2026-02-21,2026-02-26,5,0.86,No,NONE,Rejected,"[50, 45, 40]"
O50356,A10249,1,81,81,Installment,81,3,18,Call,2026-03-25,2026-04-13,19,0.7,No,NONE,Accepted,"[86, 81, 76]"
O50357,A10250,1,58,63,Installment,63,6,17,Call,2026-02-07,2026-02-24,17,0.7,Yes,Agent_Discretion,Accepted,"[63, 58, 53]"
O50358,A10250,2,50,50,Installment,50,9,19,SMS,2026-02-13,2026-02-25,12,0.6,No,NONE,No Response,"[55, 50, 45]"
O50359,A10251,1,56,56,Installment,56,9,19,Email,2026-01-16,2026-01-19,3,0.89,No,NONE,Rejected,"[61, 56, 51]"
O50360,A10252,1,62,62,Installment,62,6,9,Call,2026-02-24,2026-03-01,5,0.55,No,NONE,Rejected,"[67, 62, 57]"
O50361,A10253,1,66,66,Installment,66,6,9,Email,2026-02-12,2026-03-04,20,0.69,No,NONE,No Response,"[71, 66, 61]"
O50362,A10253,2,68,68,Installment,68,9,8,Email,2026-03-06,2026-03-16,10,0.89,No,NONE,Rejected,"[73, 68, 63]"
O50363,A10254,1,56,61,Installment,61,3,19,Call,2026-03-15,2026-03-18,3,0.83,Yes,Agent_Discretion,Accepted,"[61, 56, 51]"
O50364,A10254,2,54,54,Installment,54,9,13,SMS,2026-03-07,2026-03-14,7,0.64,No,NONE,Accepted,"[59, 54, 49]"
O50365,A10255,1,77,82,Installment,82,9,8,SMS,2026-01-09,2026-01-10,1,0.82,Yes,Agent_Discretion,Accepted,"[82, 77, 72]"
O50366,A10255,2,84,89,Installment,89,3,14,Email,2026-02-04,2026-02-06,2,0.65,Yes,Agent_Discretion,Rejected,"[89, 84, 79]"
O50367,A10256,1,64,64,Installment,64,3,9,SMS,2026-03-23,2026-03-26,3,0.62,No,NONE,No Response,"[69, 64, 59]"
O50368,A10256,2,64,69,Installment,69,3,16,SMS,2026-02-28,2026-03-10,10,0.56,Yes,Agent_Discretion,Accepted,"[69, 64, 59]"
O50369,A10257,1,57,57,Installment,57,9,15,Email,2026-03-09,2026-03-13,4,0.7,No,NONE,Accepted,"[62, 57, 52]"
O50370,A10257,2,63,63,Installment,63,9,14,Email,2026-03-01,2026-03-07,6,0.85,No,NONE,Accepted,"[68, 63, 58]"
O50371,A10258,1,74,74,Installment,74,9,14,Call,2026-01-08,2026-01-16,8,0.62,No,NONE,Accepted,"[79, 74, 69]"
O50372,A10258,2,68,68,Installment,68,9,15,Email,2026-02-06,2026-02-06,0,0.84,No,NONE,Accepted,"[73, 68, 63]"
O50373,A10259,1,54,54,Installment,54,9,12,Email,2026-02-03,2026-02-19,16,0.88,No,NONE,Accepted,"[59, 54, 49]"
O50374,A10259,2,53,58,Installment,58,3,16,Call,2026-03-01,2026-03-06,5,0.62,Yes,Agent_Discretion,Accepted,"[58, 53, 48]"
O50375,A10260,1,84,84,Installment,84,6,10,Email,2026-02-20,2026-03-06,14,0.77,No,NONE,Accepted,"[89, 84, 79]"
O50376,A10261,1,82,82,Installment,82,9,10,Call,2026-01-25,2026-02-09,15,0.59,No,NONE,Accepted,"[87, 82, 77]"
O50377,A10261,2,79,79,Installment,79,6,12,Call,2026-02-08,2026-02-23,15,0.76,No,NONE,Rejected,"[84, 79, 74]"
O50378,A10262,1,29,29,Lump-Sum,29,0,21,SMS,2026-02-28,2026-03-01,1,0.64,No,NONE,Rejected,"[34, 29, 24]"
O50379,A10263,1,81,81,Installment,81,3,18,SMS,2026-02-21,2026-03-07,14,0.75,No,NONE,Rejected,"[86, 81, 76]"
O50380,A10264,1,83,83,Installment,83,9,14,Email,2026-03-29,2026-03-30,1,0.83,No,NONE,Accepted,"[88, 83, 78]"
O50381,A10264,2,71,71,Installment,71,6,18,SMS,2026-02-26,2026-03-14,16,0.62,No,NONE,Accepted,"[76, 71, 66]"
O50382,A10265,1,64,64,Installment,64,9,20,Email,2026-03-22,2026-04-07,16,0.74,No,NONE,Accepted,"[69, 64, 59]"
O50383,A10266,1,48,48,Installment,48,3,10,Email,2026-03-09,2026-03-26,17,0.84,No,NONE,Accepted,"[53, 48, 43]"
O50384,A10267,1,78,78,Installment,78,6,16,SMS,2026-01-04,2026-01-22,18,0.89,No,NONE,Accepted,"[83, 78, 73]"
O50385,A10267,2,65,65,Installment,65,3,21,Email,2026-03-21,2026-03-26,5,0.88,No,NONE,Accepted,"[70, 65, 60]"
